gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,direct_association.diseaseId,direct_association.score,direct_association.disease,ensembl_ID
SLC12A6,2,COLON,SPLEEN,"","","","",Orphanet_1496,0.744645063640786,"Corpus callosum agenesis - neuronopathy: Corpus callosum agenesis-neuropathy is a neurodegenerative disorder characterized by severe progressive sensorimotor neuropathy beginning in infancy with resulting hypotonia, areflexia, amyotrophy and variable degrees of dysgenesis of the corpus callosum. Additional features include mild-to-severe intellectual and developmental delays, and psychiatric manifestations that include paranoid delusions, depression, hallucinations, and ""autistic-like"" features. Affected individuals are usually wheelchair restricted in the second decade of life and die in the third decade of life. The disease is inherited as an autosomal recessive trait.",ENSG00000140199
VCAN,2,ADRNL,SPLEEN,"","","","",Orphanet_898,0.731213283669068,"Wagner disease: Wagner disease is a rare hereditary vitreoretinopathy characterized by an anomaleous vitreous associated with myopia, cataract, chorioretinal atrophy, and peripheral tractional or rhegmatogenous retinal detachment.",ENSG00000038427
GSN,2,KIDNEY,SMLINT,"","","","",Orphanet_85448,0.726046545167165,"Familial amyloidosis, Finnish type: NA",ENSG00000148180
SEC24D,2,ADRNL,COLON,"","","","",Orphanet_2050,0.725914089097047,"Cole-Carpenter syndrome: Cole-Carpenter syndrome is an extremely rare form of bone dysplasia characterized by the features of osteogenesis imperfecta such as bone fragility associated with multiple fractures, bone deformities (metaphyseal irregularities and bowing of the long bones) and blue sclera, in association with growth failure, craniosynostosis, hydrocephalus, ocular proptosis, and distinctive facial features (e.g. frontal bossing, midface hypoplasia, and micrognathia).",ENSG00000150961
NTRK2,2,HIPPOC,LUNG,"","","","",MONDO_0013483,0.719328397967341,"obesity, hyperphagia, and developmental delay: NA",ENSG00000148053
FMO3,2,LUNG,SPLEEN,"","","","",HP_0003614,0.709453075958308,Trimethylaminuria: Increased concentration of trimethylamine in the urine.,ENSG00000007933
APOA1,2,COLON,LIVER,"","","","",Orphanet_425,0.706076798514964,"Apolipoprotein A-I deficiency: Apolipoprotein AI (Apo A-I) deficiency is a rare lipoprotein metabolism disorder characterized biochemically by complete absence of apolipoprotein AI and extremely low plasma high density lipoprotein (HDL) cholesterol, and clinically by corneal opacities and xanthomas complicated with premature coronary heart disease (CHD).",ENSG00000118137
BCL11B,2,COLON,SPLEEN,"","","","",MONDO_0060763,0.705580574546984,"intellectual developmental disorder with speech delay, dysmorphic facies, and t-cell abnormalities: Any BAFopathy in which the cause of the disease is a mutation in the BCL11B gene.",ENSG00000127152
MRPS2,2,ADRNL,COLON,"","","","",MONDO_0054781,0.705505017281878,combined oxidative phosphorylation deficiency 36: NA,ENSG00000122140
TUBB,2,HEART,SPLEEN,"","","","",Orphanet_2505,0.686186596864597,Multiple benign circumferential skin creases on limbs: NA,ENSG00000196230
DHDDS,2,ADRNL,HEART,"","","","",MONDO_0044326,0.678141367674667,"developmental delay and seizures with or without movement abnormalities: DEDSM is a neurodevelopmental disorder characterized by global developmental delay, variable intellectual disability, and early-onset seizures with a myoclonic component. Most patients have delayed motor development and show abnormal movements, including ataxia, dystonia, and tremor (summary by {1:Hamdan et al., 2017}).",ENSG00000117682
SLC39A8,2,ADRNL,LUNG,"","","","",EFO_0005546,0.667506024016739,congenital disorder of glycosylation type II: A congenital disorder of glycosylation that involves malfunctioning trimming/processing of the protein-bound oligosaccharide chain.,ENSG00000138821
TGFBR2,2,ADRNL,COLON,"","","","",Orphanet_144,0.63030395664557,"Lynch syndrome: An autosomal dominant hereditary neoplastic syndrome characterized by the development of colorectal carcinoma and a high risk of developing endometrial carcinoma, gastric carcinoma, ovarian carcinoma, renal pelvis carcinoma, and small intestinal carcinoma. Patients often develop colorectal carcinomas at an early age (mean, 45 years). In the majority of the cases the lesions arise from the proximal colon. At the molecular level, high-frequency microsatellite instability is present.",ENSG00000163513
VIM,2,KIDNEY,LUNG,"","","","",Orphanet_98984,0.618532951243147,Pulverulent cataract: A cataract that has material basis in heterozygous mutation in the CRYGC gene on chromosome 2q33.,ENSG00000026025
GAA,2,ADRNL,HEART,"","","","",Orphanet_308604,0.595686049804261,"Glycogen storage disease due to acid maltase deficiency, adult onset: Glycogen storage disease due to acid maltase deficiency, late onset (AMDL), a form of Glycogen storage disease due to acid maltase deficiency (AMD), a degenerative metabolic myopathy particularly affecting respiratory and skeletal muscles, is characterized by an accumulation of glycogen in lysosomes.",ENSG00000171298
VIM,2,KIDNEY,LUNG,"","","","",Orphanet_98992,0.595434210325353,Partial congenital cataract: NA,ENSG00000026025
GAA,2,ADRNL,HEART,"","","","",Orphanet_308552,0.586034691014211,"Glycogen storage disease due to acid maltase deficiency, infantile onset: Glycogen storage disease due to acid maltase deficiency, infantile onset is the most severe form of glycogen storage disease due to acid maltase deficiency, characterized by cardiomegaly with respiratory distress, muscle weakness and feeding difficulties. It is often fatal.",ENSG00000171298
UGP2,2,HEART,LIVER,"","","","",MONDO_0032895,0.583936170401829,"developmental and epileptic encephalopathy, 83: NA",ENSG00000169764
ADD3,2,COLON,SPLEEN,"","","","",Orphanet_210141,0.578392472581558,Inherited congenital spastic tetraplegia: A type of spastic cerebral palsy characterized by increased muscle tone of all four extremities.,ENSG00000148700
MMP9,2,KIDNEY,SMLINT,"","","","",Orphanet_1040,0.565416865165455,"Metaphyseal anadysplasia: Metaphyseal anadysplasia is a very rare form of metaphyseal dysplasia characterized by short stature, rhizomelic micromelia and a mild varus deformity of the legs evident from the first months of life, that is associated with radiological features of severe metaphyseal changes (irregularities, widening and marginal blurring) in long bones, most prominent in proximal femurs, and generalized osteopenia, and that usually spontaneously resolves by the age of three years. Severe autosomal dominant and milder recessive variants have been observed.",ENSG00000100985
ERBB3,2,KIDNEY,LUNG,"","","","",Orphanet_137776,0.534447292288124,"Lethal congenital contracture syndrome type 2: Lethal congenital contracture syndrome type 2 is a rare arthrogryposis syndrome characterized by multiple congenital contactures (typically extended elbows and flexed knees), micrognathia, anterior horn cell degeneration, skeletal muscle atrophy (mainly in the lower limbs), presence of a markedly distended urinary bladder and absence of hydrops, pterygia and bone fractures. Other craniofacial (e.g. cleft palate, facial palsy) and ocular (e.g. anisocoria, retinal detachment) anomalies may be additionally observed. The disease is usually neonatally lethal however, survival into adolescence has been reported.",ENSG00000065361
IVNS1ABP,2,HEART,LUNG,"","","","",MONDO_0033542,0.528704514340615,immunodeficiency 70: NA,ENSG00000116679
SSTR3,2,ADRNL,SPLEEN,"","","","",EFO_1000852,0.520044738754627,carcinoid syndrome: NA,ENSG00000278195
GLP1R,2,LUNG,SPLEEN,"","","","",HP_0003074,0.508368977530809,Hyperglycemia: An increased concentration of glucose in the blood.,ENSG00000112164
CRYBB1,2,COLON,HEART,"","","","",Orphanet_98991,0.503177839099684,Nuclear cataract: NA,ENSG00000100122
HSD11B2,2,ADRNL,KIDNEY,"","","","",HP_0004398,0.503039246654177,Peptic ulcer: An ulcer of the gastrointestinal tract.,ENSG00000176387
SSTR3,2,ADRNL,SPLEEN,"","","","",EFO_0009545,0.490719918164687,esophageal varices: Abnormally dilated veins of the esophagus.,ENSG00000278195
PPIA,2,COLON,SPLEEN,"","","","",EFO_0007141,0.485688897160978,"allergic conjunctivitis: A chronic conjunctivitis that is an inflammation of the conjunctiva involing red, itchy, and watery eyes a resulting from an exposure to an allergen or an irritant.",ENSG00000196262
SSTR3,2,ADRNL,SPLEEN,"","","","",EFO_1001110,0.484180407958183,pituitary-dependent Cushing's disease: A disease of the PITUITARY GLAND characterized by the excess amount of ADRENOCORTICOTROPIC HORMONE secreted. This leads to hypersecretion of cortisol (HYDROCORTISONE) by the ADRENAL GLANDS resulting in CUSHING SYNDROME.,ENSG00000278195
AIMP2,2,ADRNL,COLON,"","","","",MONDO_0054817,0.478492984638868,"leukodystrophy, hypomyelinating, 17: NA",ENSG00000106305
APOA1,2,COLON,LIVER,"","","","",Orphanet_31153,0.468456357901057,Hypoalphalipoproteinemia: A metabolic disorder characterized by deficiency of high density (alpha) lipoprotein in the blood.,ENSG00000118137
PNP,2,ADRNL,SPLEEN,"","","","",Orphanet_317416,0.461974818355877,"T-B+ severe combined immunodeficiency: T-B+ severe combined immunodeficiency (SCID) is a group of rare monogenic primary immunodeficiency disorders characterized by a lack of functional peripheral T lymphocytes with presence of B lymphocytes, resulting in early-onset severe respiratory viral, bacterial or fungal infections, diarrhea and failure to thrive.",ENSG00000198805
PPIA,2,COLON,SPLEEN,"","","","",MONDO_0004768,0.461974818355877,keratoconjunctivitis: Inflammation of both the cornea and the conjunctiva.,ENSG00000196262
PPIA,2,COLON,SPLEEN,"","","","",Orphanet_231214,0.461974818355877,Beta-thalassemia major: Beta-thalassemia (BT) major is a severe early-onset form of BT characterized by severe anemia requiring regular red blood cell transfusions.,ENSG00000196262
FAAH,2,COLON,SPLEEN,"","","","",EFO_0003943,0.461974818355877,humerus fracture: A traumatic or pathologic injury to the humerus in which the continuity of the humerus is broken.,ENSG00000117480
FAAH,2,COLON,SPLEEN,"","","","",HP_0011868,0.461974818355877,Sciatica: Pain in the lower back and hip radiating in the distribution of the sciatic nerve.,ENSG00000117480
PPIA,2,COLON,SPLEEN,"","","","",EFO_0006927,0.456044372304578,severe aplastic anemia: Severe aplastic anemia (SAA) is a disease in which the bone marrow does not make enough blood cells for the body.,ENSG00000196262
APOA1,2,COLON,LIVER,"","","","",Orphanet_31150,0.455090355096953,"Tangier disease: Tangier disease (TD) is a rare lipoprotein metabolism disorder characterized biochemically by an almost complete absence of plasma high-density lipoproteins (HDL), and clinically by liver, spleen, lymph node and tonsil enlargement along with peripheral neuropathy in children and adolescents, and, occasionally, cardiovascular disease in adults.",ENSG00000118137
LIFR,2,COLON,KIDNEY,"","","","",Orphanet_2190,0.453753437492613,Congenital hydronephrosis: Congenital hydronephrosis is a renal urinary disease characterized by distension and dilation of the renal pelvis and calyces secondary to various congenital obstructive malformations of the kidneys and urinary tract that can evolve to renal atrophy.,ENSG00000113594
ERBB3,2,KIDNEY,LUNG,"","","","",MONDO_0007573,0.436104228527948,"acute erythroleukemia, familial: An instance of acute erythroleukemia that is caused by an inherited modification of the individual's genome.",ENSG00000065361
PPIA,2,COLON,SPLEEN,"","","","",EFO_0004276,0.434256329254525,Stevens-Johnson syndrome: Stevens-Johnson syndrome is a limited form of toxic epidermal necrolysis characterized by destruction and detachment of the skin epithelium and mucous membranes involving less than 10% of the body surface area.,ENSG00000196262
PPIA,2,COLON,SPLEEN,"","","","",MONDO_0001705,0.434256329254525,"pure red-cell aplasia: A disease characterized by normocytic, normochromic anemia, low hematocrit, reticulocytopenia, and selective erythroid hypoplasia.",ENSG00000196262
FAAH,2,COLON,SPLEEN,"","","","",EFO_1000831,0.434256329254525,bacterial meningitis: Inflammation of the membranes surrounding the brain and spinal cord due to a bacterial infection.,ENSG00000117480
FAAH,2,COLON,SPLEEN,"","","","",EFO_1001476,0.434256329254525,streptococcal infection: Infections with bacteria of the genus STREPTOCOCCUS.,ENSG00000117480
INPP4B,2,ADRNL,SPLEEN,"","","","",EFO_0004792,0.428885763879291,"plasminogen activator inhibitor 1 measurement: Is a quantification of plasminogen activator inhibitor 1 a serine protease inhibitor. This inhibitor acts as 'bait' for tissue plasminogen activator, urokinase, protein C and matriptase-3/TMPRSS7. Its rapid interaction with PLAT may function as a major control point in the regulation of fibrinolysis",ENSG00000109452
SSTR3,2,ADRNL,SPLEEN,"","","","",HP_0002014,0.391110814393536,Diarrhea: Abnormally increased frequency of loose or watery bowel movements.,ENSG00000278195
GLP1R,2,LUNG,SPLEEN,"","","","",MONDO_0015183,0.390242961699053,"short bowel syndrome: Short bowel syndrome is an intestinal failure due to either a congenital defect, intestinal infarction or extensive surgical resection of the intestinal tract that results in a functional small intestine of less than 200cm in length and is characterized by diarrhea, nutrient malabsoption, bowel dilation and dysmobility.",ENSG00000112164
SSTR3,2,ADRNL,SPLEEN,"","","","",EFO_0000232,0.389792096798919,"adenoma: A neoplasm arising from the epithelium. It may be encapsulated or non-encapsulated but non-invasive. The neoplastic epithelial cells may or may not display cellular atypia or dysplasia. In the gastrointestinal tract, when dysplasia becomes severe it is sometimes called carcinoma in situ. Representative examples are pituitary gland adenoma, follicular adenoma of the thyroid gland, and adenomas (or adenomatous polyps) of the gastrointestinal tract.",ENSG00000278195
FAAH,2,COLON,SPLEEN,"","","","",EFO_0600028,0.389666540551535,N-acylethanolamine measurement: Quantification of the levels of N-acylethanolamine in a sample.,ENSG00000117480
PPIA,2,COLON,SPLEEN,"","","","",EFO_0007183,0.381376868787724,bronchiolitis obliterans: A obstructive lung disease involving obstruction of the bronchioles due to inflammation and fibrosis which occurs as a complication of various lung conditions or physiological insults.,ENSG00000196262
KTN1,2,HEART,LUNG,"","","","",EFO_0006931,0.372422759340949,"nucleus accumbens volume: quantification of the volume of the nucleus accumbens, a region of the basal forebrain rostral to the preoptic area of the hypothalamus and which together with the olfactory tubercle forms the ventral striatum",ENSG00000126777
CRLF1,2,HEART,LUNG,"","","","",HP_0002571,0.370503804321414,Achalasia: A disorder of esophageal motility characterized by the inability of the lower esophageal sphincter to relax during swallowing and by inadequate or lacking peristalsis in the lower half of the body of the esophagus.,ENSG00000006016
SEC24D,2,ADRNL,COLON,"","","","",Orphanet_216796,0.369579854684702,"Osteogenesis imperfecta type 1: Osteogenesis imperfecta type I is a mild type of osteogenesis imperfecta (OI), a genetic disorder characterized by increased bone fragility, low bone mass and susceptibility to bone fractures.",ENSG00000150961
ADAMTS9,2,ADRNL,SPLEEN,"","","","",Orphanet_93592,0.369579854684702,"Juvenile nephronophthisis: Progressive tubulointerstitial nephritis inherited in an autosomal recessive manner. It is caused by mutations in the NPHP1 gene. Patients present with anemia, polyuria, and polydipsia during childhood. The progressive bilateral kidney damage results in renal failure.",ENSG00000163638
PPIA,2,COLON,SPLEEN,"","","","",EFO_0007451,0.369579854684702,"Polyomavirus infectious disease: A Polyomaviridae infectious disease that results_in infection in animals and humans, has_material_basis_in Polyomavirus, which cause respiratory symptoms, cystitis or skin cancer.",ENSG00000196262
PPIA,2,COLON,SPLEEN,"","","","",EFO_0009449,0.369579854684702,keratitis: Inflammation of the cornea. [ NCIt:P378 ],ENSG00000196262
PPIA,2,COLON,SPLEEN,"","","","",EFO_1000965,0.369579854684702,"Henoch-Schoenlein purpura: A systemic non-thrombocytopenic purpura caused by HYPERSENSITIVITY VASCULITIS and deposition of IGA-containing IMMUNE COMPLEXES within the blood vessels throughout the body, including those in the kidney (KIDNEY GLOMERULUS). Clinical symptoms include URTICARIA; ERYTHEMA; ARTHRITIS; GASTROINTESTINAL HEMORRHAGE; and renal involvement. Most cases are seen in children after acute upper respiratory infections.",ENSG00000196262
APOA1,2,COLON,LIVER,"","","","",MONDO_0100189,0.369579854684702,"apolipoprotein A-I deficiency: A rare lipoprotein metabolism disorder characterized biochemically by complete absence of apolipoprotein AI and extremely low plasma high density lipoprotein (HDL) cholesterol, and clinically by corneal opacities and xanthomas complicated with premature coronary heart disease (CHD).",ENSG00000118137
APOA1,2,COLON,LIVER,"","","","",Orphanet_93560,0.369579854684702,Familial renal amyloidosis due to Apolipoprotein AI variant: NA,ENSG00000118137
FAAH,2,COLON,SPLEEN,"","","","",EFO_0000772,0.369579854684702,pneumococcal infection: Infections with bacteria of the species STREPTOCOCCUS PNEUMONIAE.,ENSG00000117480
FAAH,2,COLON,SPLEEN,"","","","",EFO_0002756,0.369579854684702,fasting: Abstaining from food.,ENSG00000117480
FAAH,2,COLON,SPLEEN,"","","","",EFO_0007444,0.369579854684702,"Plasmodium falciparum malaria: A malaria described as a severe form of the disease caused by a parasite Plasmodium falciparum, which is marked by irrregular recurrence of paroxysms and prolonged or continuous fever.",ENSG00000117480
FAAH,2,COLON,SPLEEN,"","","","",EFO_1000905,0.369579854684702,"drug-induced hepatitis: Liver disease lasting six months or more, caused by an adverse drug effect. The adverse effect may result from a direct toxic effect of a drug or metabolite, or an idiosyncratic response to a drug or metabolite.",ENSG00000117480
FAAH,2,COLON,SPLEEN,"","","","",EFO_1001092,0.369579854684702,"patellofemoral pain syndrome: A syndrome characterized by retropatellar or peripatellar pain resulting from physical and biochemical changes in the patellofemoral joint. The pain is most prominent when ascending or descending stairs, squatting, or sitting with flexed knees. There is a lack of consensus on the etiology and treatment. The syndrome is often confused with (or accompanied by) chondromalacia patellae, the latter describing a pathological condition of the cartilage and not a syndrome.",ENSG00000117480
FAAH,2,COLON,SPLEEN,"","","","",EFO_1001757,0.369579854684702,Adenomyosis: The extension of endometrial tissue (ENDOMETRIUM) into the MYOMETRIUM. It usually occurs in women in their reproductive years and may result in a diffusely enlarged uterus with ectopic and benign endometrial glands and stroma.,ENSG00000117480
FAAH,2,COLON,SPLEEN,"","","","",EFO_1001891,0.369579854684702,gastrointestinal mucositis: NA,ENSG00000117480
FAAH,2,COLON,SPLEEN,"","","","",HP_0002373,0.369579854684702,"Febrile seizure (within the age range of 3 months to 6 years): A febrile seizure is any type of seizure (most often a generalized tonic-clonic seizure) occurring with fever (at least 38 degrees Celsius) but in the absence of central nervous system infection, severe metabolic disturbance or other alternative precipitant in children between the ages of 3 months and 6 years.",ENSG00000117480
